customer_id,first_name,last_name,gender,birth_date,city,phone,email,registration_date,status
CUST884807,Jie,Zhu,F,1993-02-12,Qingdao,13788213705,jie.zhu343@example.com,2026-05-06,active
CUST533830,Qiang,Wang,M,1997-05-25,Chengdu,16150782608,qiang.wang332@example.com,2026-05-23,active
CUST924562,Chen,Liu,M,1964-06-18,Guangzhou,17551133113,chen.liu580@example.com,2026-05-31,active
CUST708275,Hua,Wang,M,1962-06-17,Shenzhen,15832727257,hua.wang102@example.com,2019-01-05,active
CUST613815,Hua,He,F,1964-06-07,Hangzhou,19329507222,hua.he931@example.com,2026-05-28,active
CUST644232,Jun,Liu,M,1973-02-12,Beijing,17546066491,jun.liu678@example.com,2025-10-06,active
CUST853562,Xin,Gao,M,1995-12-28,Guangzhou,18540033036,xin.gao550@example.com,2026-06-13,active
CUST952934,Xiao,Zhao,F,1969-01-22,Qingdao,19728578707,xiao.zhao138@example.com,2024-04-26,active
CUST418334,Qiang,Li,M,1986-02-02,Xian,14421928441,qiang.li708@example.com,2026-05-23,active
CUST448745,Jie,He,F,1980-06-11,Chengdu,16768805807,jie.he965@example.com,2026-06-09,active
CUST192327,Fang,Zhang,M,1985-12-03,Nanjing,13897750794,fang.zhang954@example.com,2026-06-20,active
CUST212031,Long,Hu,F,1968-12-20,Guangzhou,16717116230,long.hu74@example.com,2023-06-02,inactive
CUST101597,Ning,Wu,F,1983-04-04,Chengdu,19113731945,ning.wu634@example.com,2026-06-17,inactive
CUST198863,Long,He,F,1983-01-06,Xian,14287264833,long.he924@example.com,2025-01-11,active
CUST138162,Lei,Zhao,F,1990-06-01,Shenzhen,18816772882,lei.zhao794@example.com,2021-01-01,active
CUST708846,Hua,Zheng,F,1973-05-29,Beijing,15207762312,hua.zheng687@example.com,2022-03-19,active
CUST961133,Bin,Guo,M,1989-01-01,Shenzhen,17939470237,bin.guo260@example.com,2026-05-29,inactive
CUST994848,Hao,Liu,F,1989-04-28,Beijing,14802158923,hao.liu655@example.com,2026-05-20,inactive
CUST695099,Ning,Lin,F,1984-04-19,Shenzhen,17589579464,ning.lin238@example.com,2026-05-24,active
CUST569391,Ran,Wang,F,1968-04-21,Chengdu,15813903857,ran.wang373@example.com,2026-05-15,active
CUST793407,Wei,Hu,M,1961-10-03,Beijing,13732896897,wei.hu106@example.com,2021-10-04,active
CUST618212,Long,Li,F,1975-12-25,Shanghai,15839802956,long.li223@example.com,2026-05-31,active
CUST992741,Ning,Huang,M,1990-09-06,Beijing,16299521270,ning.huang347@example.com,2026-06-06,active
CUST125346,Ming,Lin,M,1963-09-02,Shenzhen,18535466223,ming.lin751@example.com,2026-06-29,suspended
CUST326551,Qiang,Wang,F,1972-11-15,Xian,16135353019,qiang.wang609@example.com,2026-05-29,active
CUST478150,Long,Zhang,M,1963-08-30,Nanjing,17412668302,long.zhang571@example.com,2026-05-20,active
CUST734502,Hao,Hu,M,1972-05-04,Shenzhen,18497099245,hao.hu326@example.com,2021-08-13,active
CUST903175,Hua,Yang,F,1966-06-19,Xian,19883220946,hua.yang842@example.com,2026-03-04,inactive
CUST719319,Hua,Lin,M,1962-06-03,Hangzhou,15427715420,hua.lin904@example.com,2023-03-28,inactive
CUST732568,Yan,Zhu,M,1994-05-08,Guangzhou,19675271990,yan.zhu859@example.com,2019-06-21,active
CUST708908,Yan,Zhu,M,1983-10-23,Wuhan,18896210279,yan.zhu577@example.com,2026-06-29,active
CUST432431,Tao,Lin,M,1992-07-29,Wuhan,19451936509,tao.lin620@example.com,2026-05-23,active
CUST912428,Fang,Zheng,F,1977-08-24,Beijing,19382965180,fang.zheng538@example.com,2026-05-30,inactive
CUST828838,Bin,Sun,M,1960-09-02,Qingdao,19835490341,bin.sun737@example.com,2026-05-20,active
CUST622269,Hao,Luo,F,1981-09-06,Xian,19444035479,hao.luo537@example.com,2024-07-26,active
CUST707653,Lei,Liu,F,1976-02-19,Qingdao,16547341357,lei.liu826@example.com,2026-05-15,active
CUST485839,Ming,Huang,F,1994-04-07,Wuhan,16585583926,ming.huang180@example.com,2026-06-01,active
CUST882014,Xin,Luo,F,1982-07-23,Xian,16689829113,xin.luo295@example.com,2020-10-11,active
CUST769768,Fang,Li,F,1991-10-05,Guangzhou,14110873799,fang.li700@example.com,2026-06-21,active
CUST974551,Xin,Zhu,F,1997-01-04,Beijing,19875298177,xin.zhu642@example.com,2026-06-07,inactive
CUST894861,Hua,Zhao,F,1981-08-01,Wuhan,14460416987,hua.zhao312@example.com,2026-05-01,active
CUST333270,Ning,Yang,M,1985-01-20,Wuhan,18125886074,ning.yang796@example.com,2026-05-05,active
CUST444855,Bin,Zhang,M,1987-10-16,Shenzhen,13588319652,bin.zhang457@example.com,2026-05-14,active
CUST694640,Wei,Guo,M,1978-07-08,Chengdu,16423175666,wei.guo411@example.com,2026-06-29,active
CUST307467,Lan,Sun,F,1994-03-07,Hangzhou,18341798497,lan.sun475@example.com,2026-05-14,active
CUST174396,Lei,Yang,F,1996-02-11,Shenzhen,18583713242,lei.yang220@example.com,2026-05-23,inactive
CUST572364,Xiao,Zhao,F,1972-06-24,Shanghai,17804236791,xiao.zhao906@example.com,2026-05-06,active
CUST987699,Chen,Hu,F,1962-06-04,Shenzhen,15176399093,chen.hu874@example.com,2026-06-24,active
CUST340364,Hao,Wu,M,1983-12-20,Shenzhen,16549172002,hao.wu714@example.com,2026-05-24,active
CUST241287,Qiang,Liu,F,1974-03-28,Shenzhen,13790835453,qiang.liu472@example.com,2023-06-03,active
CUST704051,Jun,Sun,F,1961-08-18,Hangzhou,16302822075,jun.sun777@example.com,2021-08-13,active
CUST440397,Jun,Chen,F,1965-03-26,Qingdao,17568026153,jun.chen42@example.com,2026-06-15,active
CUST756626,Ning,Sun,M,1996-02-16,Beijing,14244597680,ning.sun848@example.com,2019-12-04,active
CUST503593,Ming,Zhou,M,1991-08-21,Nanjing,13340751490,ming.zhou463@example.com,2026-05-12,active
CUST917257,Lei,Gao,F,1960-04-01,Chengdu,16225986370,lei.gao692@example.com,2024-09-19,active
CUST172260,Tao,Wu,F,1985-03-02,Shenzhen,18280914051,tao.wu689@example.com,2026-05-05,active
CUST204468,Xiao,Sun,F,1999-03-21,Wuhan,13516985228,xiao.sun350@example.com,2026-06-16,active
CUST862174,Fang,He,M,1983-03-30,Hangzhou,18261435662,fang.he681@example.com,2026-06-20,active
CUST741486,Lan,Zheng,M,1966-08-08,Wuhan,18903150023,lan.zheng466@example.com,2026-05-11,active
CUST999740,Qiang,Zhu,F,1961-01-19,Qingdao,19503799694,qiang.zhu948@example.com,2020-05-27,inactive
CUST836739,Fang,Zhang,F,1985-01-24,Chengdu,14411825012,fang.zhang568@example.com,2019-01-11,active
CUST776389,Hao,Yang,M,1981-11-23,Nanjing,14659096094,hao.yang521@example.com,2026-05-07,inactive
CUST388812,Tao,Chen,F,1982-10-23,Xian,17861462663,tao.chen776@example.com,2022-08-08,active
CUST810191,Yan,Gao,M,1969-09-11,Shenzhen,19405238520,yan.gao190@example.com,2026-05-16,inactive
CUST307511,Ming,Hu,M,2000-10-04,Chengdu,19781474249,ming.hu139@example.com,2026-05-02,active
CUST448559,Hua,Liu,M,1981-03-16,Guangzhou,17783356582,hua.liu994@example.com,2026-05-29,inactive
CUST599982,Xin,Zhao,M,1964-03-30,Beijing,17797045534,xin.zhao662@example.com,2026-05-11,active
CUST579886,Ran,Wu,F,1991-09-12,Xian,17551918039,ran.wu934@example.com,2026-06-20,active
CUST355977,Jie,Huang,F,1961-07-23,Nanjing,14656776073,jie.huang731@example.com,2024-10-15,active
CUST682273,Long,Gao,F,1985-03-08,Guangzhou,16860427736,long.gao814@example.com,2026-05-23,inactive
CUST884959,Hao,Ma,F,1995-09-30,Wuhan,14255624057,hao.ma419@example.com,2026-05-09,active
CUST994574,Xin,Wu,F,1997-09-27,Shenzhen,14216886224,xin.wu837@example.com,2026-05-23,active
CUST169674,Wei,Wang,M,1991-04-15,Qingdao,13642765890,wei.wang163@example.com,2026-05-04,active
CUST214997,Bin,Huang,F,1999-01-29,Chengdu,19380637415,bin.huang287@example.com,2026-06-23,inactive
CUST982409,Lei,Zhu,F,1964-03-12,Shenzhen,16243728367,lei.zhu25@example.com,2026-06-08,active
CUST187823,Tao,Lin,M,1992-04-10,Qingdao,16783483092,tao.lin59@example.com,2026-06-09,active
CUST195200,Jun,Li,F,1961-10-02,Shenzhen,18896590334,jun.li972@example.com,2025-11-22,inactive
CUST892644,Bin,Yang,F,1985-09-03,Xian,16350122368,bin.yang797@example.com,2023-06-02,active
CUST713659,Xin,Guo,F,1977-02-02,Wuhan,18811779408,xin.guo323@example.com,2026-05-04,active
CUST162033,Lan,He,M,2000-08-07,Shenzhen,17152936098,lan.he133@example.com,2026-05-22,active
CUST352625,Xin,Hu,F,1982-02-20,Hangzhou,18997146437,xin.hu761@example.com,2026-05-11,active
CUST789118,Xin,Li,F,1994-12-01,Nanjing,13167815150,xin.li895@example.com,2026-06-10,inactive
CUST189906,Hua,Sun,M,1991-11-25,Hangzhou,15411781692,hua.sun580@example.com,2018-03-23,active
CUST710228,Tao,Zhu,F,1973-12-05,Chengdu,19625770975,tao.zhu466@example.com,2025-08-24,inactive
CUST371364,Ming,Huang,M,1980-12-25,Wuhan,17667580210,ming.huang494@example.com,2026-05-24,active
CUST396942,Qiang,Zhou,M,1973-01-11,Hangzhou,15838932747,qiang.zhou195@example.com,2020-08-12,active
CUST161540,Wei,Luo,F,1985-04-09,Wuhan,14695389781,wei.luo626@example.com,2026-06-11,active
CUST900000,Tao,Chen,M,1973-11-03,Xian,17374986005,tao.chen822@example.com,2026-06-04,active
CUST299352,Xiao,Zhou,F,1973-09-01,Hangzhou,19343268408,xiao.zhou994@example.com,2026-06-02,active
CUST114506,Lei,Gao,F,1982-06-04,Beijing,18114473921,lei.gao58@example.com,2026-05-18,inactive
CUST891804,Jie,Guo,F,1978-04-20,Shenzhen,18939831065,jie.guo869@example.com,2022-04-23,active
CUST388154,Bin,Wang,M,1995-11-24,Nanjing,18761559511,bin.wang293@example.com,2026-06-02,active
CUST589875,Lan,Gao,F,1977-02-20,Hangzhou,17903004594,lan.gao593@example.com,2021-09-23,active
CUST351443,Xin,Wu,F,1971-06-07,Hangzhou,16515470988,xin.wu794@example.com,2022-10-26,active
CUST627870,Qiang,Chen,F,1964-01-14,Shanghai,18211206825,qiang.chen922@example.com,2026-06-26,active
CUST452287,Hao,Zhou,M,1993-02-05,Qingdao,16353157757,hao.zhou1@example.com,2026-06-01,active
CUST877310,Xin,Zhao,M,1979-10-24,Shenzhen,17957527399,xin.zhao401@example.com,2026-05-09,suspended
CUST234874,Lei,Lin,M,1963-09-15,Beijing,18859799521,lei.lin727@example.com,2022-10-04,inactive
CUST851402,Xiao,He,F,1990-01-08,Qingdao,19632210939,xiao.he909@example.com,2026-05-28,active
CUST548749,Ran,Wang,M,1971-06-13,Hangzhou,13608708819,ran.wang168@example.com,2018-12-12,active
CUST682637,Yan,Zhou,M,1972-08-09,Guangzhou,16845743799,yan.zhou860@example.com,2026-06-19,active
CUST964771,Tao,Zhou,M,1982-10-03,Shanghai,13519609306,tao.zhou125@example.com,2026-05-28,active
CUST559222,Bin,Yang,F,1984-10-08,Qingdao,16161702801,bin.yang347@example.com,2026-06-13,active
CUST530417,Xin,Chen,F,1973-01-17,Chengdu,17983482348,xin.chen105@example.com,2024-06-03,active
CUST345530,Yan,Chen,F,1986-12-07,Chengdu,14136684814,yan.chen87@example.com,2026-05-25,active
CUST139643,Fang,Zhang,M,1997-08-05,Guangzhou,13366142059,fang.zhang677@example.com,2026-06-23,inactive
CUST874661,Qiang,Yang,M,1995-04-05,Wuhan,17572835922,qiang.yang254@example.com,2020-05-31,active
CUST758684,Fang,Zheng,M,2000-09-11,Nanjing,17656074641,fang.zheng227@example.com,2026-06-27,active
CUST703390,Hao,Wu,M,1991-08-22,Shanghai,16660552075,hao.wu286@example.com,2026-05-25,active
CUST707267,Ting,Lin,F,1977-01-27,Chengdu,15638620641,ting.lin218@example.com,2024-01-29,active
CUST584059,Qiang,Sun,M,1998-08-31,Nanjing,14542850507,qiang.sun781@example.com,2026-06-17,active
CUST928819,Wei,Wang,F,1979-12-14,Nanjing,18840036109,wei.wang460@example.com,2026-05-30,active
CUST639781,Wei,Gao,M,1993-05-15,Nanjing,13496534391,wei.gao452@example.com,2026-06-19,active
CUST872535,Ran,Zhang,F,1993-06-06,Nanjing,18419219006,ran.zhang245@example.com,2026-06-19,active
CUST347143,Lei,Guo,M,1984-03-13,Xian,13189596639,lei.guo796@example.com,2019-10-04,active
CUST610757,Ran,Ma,F,1985-03-14,Qingdao,19241293445,ran.ma473@example.com,2026-05-10,active
CUST664346,Bin,Wang,F,1985-01-06,Nanjing,13209806013,bin.wang71@example.com,2026-06-15,inactive
CUST470737,Tao,Gao,M,1974-10-05,Hangzhou,16194348325,tao.gao959@example.com,2020-10-13,active
CUST812402,Ming,Ma,F,1988-09-01,Shenzhen,16894382514,ming.ma597@example.com,2026-06-22,active
CUST955741,Tao,Zheng,M,1973-11-30,Nanjing,14808946739,tao.zheng797@example.com,2026-06-20,active
CUST427448,Lei,Liu,F,1974-03-22,Nanjing,18992653836,lei.liu14@example.com,2026-05-18,inactive
CUST101870,Xiao,Zhang,M,1965-07-04,Nanjing,17130908613,xiao.zhang117@example.com,2026-05-15,active
CUST712623,Yan,Gao,M,1960-10-07,Beijing,16581150399,yan.gao116@example.com,2026-06-09,inactive
CUST160195,Bin,Wu,F,1961-06-11,Nanjing,14273165025,bin.wu409@example.com,2026-05-08,active
CUST527873,Xiao,Gao,M,1983-01-11,Wuhan,19283001133,xiao.gao810@example.com,2020-09-20,inactive
CUST908227,Ran,Chen,F,1966-04-28,Beijing,17865853406,ran.chen140@example.com,2026-06-12,active
CUST767687,Yan,Zheng,F,1966-02-19,Beijing,13857593334,yan.zheng80@example.com,2026-06-22,active
CUST117664,Bin,Wang,F,1962-08-31,Qingdao,14452136429,bin.wang751@example.com,2026-06-10,active
CUST603998,Chen,Zhao,F,1968-06-08,Wuhan,16788966388,chen.zhao502@example.com,2026-06-02,active
CUST892540,Lan,Sun,F,1987-02-25,Shenzhen,18149929571,lan.sun912@example.com,2025-05-07,inactive
CUST820829,Jun,Zhou,F,1986-08-10,Wuhan,16961397677,jun.zhou138@example.com,2026-05-18,suspended
CUST894032,Ming,Luo,M,1976-12-12,Shenzhen,14347258042,ming.luo898@example.com,2024-05-31,inactive
CUST781638,Ming,Zhang,M,1969-09-15,Chengdu,15613989096,ming.zhang487@example.com,2026-05-17,active
CUST636627,Ming,Luo,M,1988-12-03,Xian,19632876644,ming.luo825@example.com,2026-05-07,active
CUST799188,Xiao,Liu,M,1976-09-03,Guangzhou,18778691397,xiao.liu389@example.com,2025-01-30,active
CUST123494,Jun,Zhang,M,1986-02-01,Xian,13221851724,jun.zhang28@example.com,2026-05-09,active
CUST722461,Xin,Yang,M,1969-05-30,Hangzhou,19764596069,xin.yang903@example.com,2026-05-24,active
CUST787251,Ning,Huang,F,1979-01-13,Guangzhou,15532513805,ning.huang852@example.com,2022-03-20,active
CUST219378,Lei,Chen,M,1992-05-12,Guangzhou,17234914689,lei.chen685@example.com,2026-06-30,active
CUST707285,Qiang,Lin,F,1986-11-01,Shenzhen,15255562052,qiang.lin306@example.com,2018-02-17,active
CUST706662,Hao,Wu,F,1986-12-27,Beijing,18867370875,hao.wu725@example.com,2021-03-27,active
CUST959224,Ning,Wu,F,1966-07-25,Beijing,15465501581,ning.wu128@example.com,2025-04-23,inactive
CUST505271,Ming,Zheng,M,1990-07-02,Nanjing,16945088008,ming.zheng458@example.com,2020-04-23,active
CUST816422,Ting,Wu,F,1998-07-15,Guangzhou,17150548098,ting.wu119@example.com,2020-10-30,active
CUST308221,Jie,Guo,M,1980-08-23,Hangzhou,17277899094,jie.guo994@example.com,2026-05-10,active
CUST209497,Ran,Zhang,M,1998-09-24,Shenzhen,15358547002,ran.zhang221@example.com,2023-05-27,inactive
CUST698433,Jie,Hu,F,1970-12-16,Hangzhou,13994122887,jie.hu883@example.com,2026-05-17,active
CUST953327,Hua,Huang,M,1967-04-17,Nanjing,13426317359,hua.huang563@example.com,2026-05-14,inactive
CUST945849,Xin,Wang,M,1995-02-08,Nanjing,18628540765,xin.wang653@example.com,2026-06-07,active
CUST522505,Long,Huang,M,1976-11-02,Shanghai,15771183959,long.huang371@example.com,2026-05-09,active
CUST545637,Tao,Luo,M,1965-11-10,Qingdao,16796274336,tao.luo607@example.com,2026-06-02,active
CUST687104,Chen,Zhou,M,1986-09-21,Qingdao,14661462447,chen.zhou884@example.com,2026-06-07,active
CUST217032,Tao,Luo,M,1979-08-25,Xian,19784263890,tao.luo550@example.com,2025-05-24,active
CUST877279,Wei,Liu,M,1969-05-31,Beijing,16404258351,wei.liu987@example.com,2026-05-14,active
CUST211157,Wei,Luo,M,1972-07-16,Hangzhou,14484552405,wei.luo105@example.com,2026-05-01,inactive
CUST355380,Ran,Liu,F,1975-06-16,Shenzhen,19833421837,ran.liu430@example.com,2026-06-24,inactive
CUST447255,Bin,He,F,1974-12-26,Hangzhou,19991715572,bin.he470@example.com,2026-06-05,active
CUST871823,Hua,Zhu,F,1985-04-07,Hangzhou,17493749181,hua.zhu936@example.com,2026-06-14,active
CUST259297,Fang,Sun,F,1989-06-07,Hangzhou,17642410765,fang.sun921@example.com,2026-05-27,active
CUST957882,Qiang,Huang,M,1985-02-04,Nanjing,13353202386,qiang.huang687@example.com,2026-05-19,active
CUST465174,Yan,Yang,F,1979-09-07,Nanjing,19895511201,yan.yang795@example.com,2026-06-09,active
CUST109408,Lei,He,F,1988-04-06,Shenzhen,17734590882,lei.he873@example.com,2022-01-09,active
CUST666047,Qiang,Yang,F,2000-01-17,Beijing,15996871875,qiang.yang768@example.com,2026-05-06,suspended
CUST570156,Jie,Wang,F,1987-12-10,Qingdao,19846005587,jie.wang98@example.com,2026-06-09,active
CUST295975,Lei,Lin,F,1976-10-04,Nanjing,13533062858,lei.lin394@example.com,2026-06-11,active
CUST968405,Tao,Wang,M,1970-09-18,Qingdao,14498031849,tao.wang795@example.com,2026-06-18,inactive
CUST781827,Lei,Yang,M,1999-01-26,Xian,15521459085,lei.yang302@example.com,2026-05-30,inactive
CUST247368,Tao,Huang,F,1986-01-27,Chengdu,19595722587,tao.huang577@example.com,2022-02-08,inactive
CUST896619,Hua,Lin,M,1985-10-09,Guangzhou,13279301098,hua.lin246@example.com,2026-05-07,active
CUST800143,Wei,Luo,F,1985-02-14,Shenzhen,14728199129,wei.luo246@example.com,2021-03-06,active
CUST518542,Xiao,Zhang,F,1984-05-28,Guangzhou,17855106895,xiao.zhang671@example.com,2026-05-24,active
CUST605171,Qiang,Zhu,F,1969-06-06,Chengdu,15145275570,qiang.zhu188@example.com,2026-06-11,active
CUST460277,Ning,Guo,F,1994-08-29,Beijing,13746644805,ning.guo498@example.com,2026-05-29,active
CUST954966,Yan,Wang,M,1963-08-29,Wuhan,13357808063,yan.wang92@example.com,2026-06-06,active
CUST336296,Qiang,Luo,M,1983-04-27,Xian,16950423632,qiang.luo893@example.com,2026-05-04,active
CUST202251,Ning,Luo,M,1992-06-21,Beijing,18102431264,ning.luo616@example.com,2018-10-19,active
CUST330569,Ming,Hu,F,1973-10-28,Shanghai,13277368938,ming.hu641@example.com,2026-06-22,inactive
CUST896095,Fang,Lin,M,1997-06-05,Nanjing,15205509418,fang.lin801@example.com,2026-05-10,active
CUST801077,Jun,Lin,M,1986-12-11,Beijing,14311484989,jun.lin547@example.com,2021-02-10,active
CUST214548,Ting,Wang,F,1982-05-11,Wuhan,14284824027,ting.wang358@example.com,2026-05-16,active
CUST472066,Jie,He,F,1974-08-12,Hangzhou,13441845543,jie.he223@example.com,2026-05-05,inactive
CUST544182,Long,Wang,F,1962-05-21,Xian,13300640516,long.wang627@example.com,2026-06-26,active
CUST805883,Xiao,Zhang,M,1996-06-15,Xian,19301888405,xiao.zhang334@example.com,2026-05-11,inactive
CUST656606,Jun,Zhao,M,1985-11-30,Beijing,18251256638,jun.zhao742@example.com,2026-05-09,active
CUST270055,Long,Liu,M,1965-12-22,Beijing,14362596502,long.liu611@example.com,2026-05-19,active
CUST500775,Bin,Ma,M,1968-08-15,Shenzhen,14252622869,bin.ma801@example.com,2026-05-13,inactive
CUST932505,Ning,Zhang,F,1971-12-14,Nanjing,18492809872,ning.zhang655@example.com,2026-05-10,active
CUST920261,Ran,Li,M,1972-11-24,Qingdao,18425591465,ran.li961@example.com,2026-06-23,active
CUST884364,Tao,Chen,M,1988-10-23,Shanghai,19940072628,tao.chen68@example.com,2023-12-01,inactive
CUST248762,Fang,Huang,M,1971-06-19,Hangzhou,18389839064,fang.huang356@example.com,2026-06-09,active
CUST912499,Jun,Zhou,M,1987-07-20,Beijing,17635009584,jun.zhou172@example.com,2026-05-12,inactive
CUST897654,Ning,Zhu,F,2000-11-05,Shenzhen,18588961312,ning.zhu66@example.com,2026-05-07,active
CUST348786,Hao,Zhu,F,1992-10-04,Shenzhen,19738733796,hao.zhu266@example.com,2026-06-01,active
CUST785207,Ning,Gao,F,1979-06-19,Wuhan,18681523186,ning.gao513@example.com,2026-06-15,active
CUST308124,Qiang,He,F,1979-09-13,Shanghai,19171252925,qiang.he19@example.com,2024-10-02,inactive
CUST518843,Fang,Wu,F,1964-10-01,Wuhan,15522256055,fang.wu897@example.com,2026-06-21,active
CUST670900,Ting,Guo,M,1963-01-22,Xian,17550796009,ting.guo824@example.com,2026-06-30,inactive
CUST974830,Ming,Zhou,M,1997-06-07,Qingdao,15454537295,ming.zhou292@example.com,2026-05-16,active
CUST961047,Jun,Sun,F,1969-01-18,Hangzhou,16896024967,jun.sun595@example.com,2024-02-06,active
CUST791731,Tao,Huang,M,1992-07-24,Guangzhou,15870651536,tao.huang975@example.com,2018-08-27,active
CUST513123,Bin,Li,F,1961-12-21,Beijing,18228111860,bin.li41@example.com,2026-05-15,inactive
CUST474314,Tao,Sun,F,1991-12-08,Xian,13925705441,tao.sun648@example.com,2026-05-30,active
CUST651813,Fang,Li,M,1975-02-10,Chengdu,16321930511,fang.li989@example.com,2026-05-29,active
CUST388385,Chen,Guo,M,1980-09-05,Chengdu,14831921050,chen.guo297@example.com,2021-09-08,active
CUST518222,Qiang,Chen,M,1984-06-07,Xian,13302446004,qiang.chen642@example.com,2026-06-30,suspended
CUST596481,Lan,Sun,M,1980-10-09,Shenzhen,16271481163,lan.sun740@example.com,2024-04-17,suspended
CUST160041,Ning,Chen,F,1967-12-19,Hangzhou,15637920424,ning.chen767@example.com,2026-06-23,active
CUST489498,Jie,Guo,F,1991-09-19,Chengdu,16101911355,jie.guo83@example.com,2026-06-23,active
CUST652767,Lan,Sun,M,1966-09-18,Hangzhou,18841729328,lan.sun294@example.com,2026-06-04,active
CUST548109,Jun,He,M,1999-01-25,Qingdao,16277808404,jun.he541@example.com,2026-05-22,active
CUST608766,Jun,Zhu,F,1968-05-16,Shenzhen,16874125551,jun.zhu397@example.com,2026-05-21,active
CUST732066,Chen,Huang,M,1989-07-29,Beijing,17125323948,chen.huang398@example.com,2026-05-17,active
CUST629625,Ting,Huang,M,2000-08-19,Wuhan,18429586793,ting.huang8@example.com,2024-05-07,active
CUST730162,Chen,Li,M,1960-01-05,Shanghai,14535074916,chen.li633@example.com,2018-10-14,active
CUST518406,Chen,Lin,M,1989-11-10,Guangzhou,15505698504,chen.lin882@example.com,2026-06-02,active
CUST382129,Qiang,Guo,F,1971-10-16,Guangzhou,14159914450,qiang.guo953@example.com,2022-02-05,inactive
CUST410442,Bin,Liu,F,1974-10-30,Chengdu,13328271679,bin.liu835@example.com,2025-05-13,active
CUST134999,Lei,Lin,M,1978-05-16,Xian,19518049630,lei.lin926@example.com,2026-06-17,active
CUST722162,Ming,He,F,1994-05-06,Nanjing,19513629052,ming.he219@example.com,2023-06-20,active
CUST349462,Hao,Zhang,F,1990-08-02,Chengdu,15761593020,hao.zhang318@example.com,2025-04-26,active
CUST439510,Wei,Zhu,F,1979-04-25,Chengdu,13120918844,wei.zhu248@example.com,2026-06-07,active
CUST754848,Ning,Zhao,M,1980-01-07,Xian,13745218332,ning.zhao335@example.com,2025-02-21,inactive
CUST834761,Jie,Li,F,1965-11-08,Qingdao,19309830934,jie.li383@example.com,2026-06-21,active
CUST852129,Jie,Zheng,M,1999-04-27,Xian,18849046805,jie.zheng984@example.com,2026-06-29,active
CUST232286,Xin,Zheng,M,1974-05-06,Beijing,17545605464,xin.zheng510@example.com,2026-05-27,inactive
CUST563945,Bin,Li,F,1964-04-15,Wuhan,17311306557,bin.li673@example.com,2026-05-13,active
